"id","Expense_id","Expense_particular","Party","Total_amount","Paid_amount","Due_amount","Payment_date","Created_at","Updated_at"
753,2,"Knives Sharpening","sharpener",90,90,0,"2022-07-28","2022-07-28 11:07:08",NULL
754,2,"drinking water","filling station",50,50,0,"2022-07-28","2022-07-28 11:08:45",NULL
755,2,"Maize Flour Purchase","Mamken Shop",230,230,0,"2022-07-28","2022-07-28 11:19:53",NULL
756,2,"omo purshase","Mamken Shop",80,80,0,"2022-07-28","2022-07-28 11:20:20",NULL
757,2,"tissue purchase","Mamken Shop",40,40,0,"2022-07-29","2022-07-29 13:14:21",NULL
758,2,"Electricity","power",1000,1000,0,"2022-07-29","2022-07-29 14:10:04",NULL
759,2,"Electricity","power",1000,1000,0,"2022-07-29","2022-07-29 14:10:04",NULL
760,5,"Vegetables Stock Purchase","Market",1155,1155,0,"2022-07-29","2022-07-29 14:11:46",NULL
761,5,"Sukuma and spinach purchase","Quickmart Supermarket",458,458,0,"2022-07-30","2022-07-30 02:56:30",NULL
762,5,"Matumbo and liver Purchase","Kitengela Kichinjio",3960,3960,0,"2022-07-30","2022-07-30 03:31:34",NULL
763,5,"Fish Stock Purchase","Victory Farms",9305,9305,0,"2022-07-30","2022-07-30 06:42:39",NULL
764,2,"Packaging material purchase","Packaging deliverer",1700,1700,0,"2022-07-30","2022-07-30 08:10:38",NULL
765,2,"water bill","epl water n sewer",1000,1000,0,"2022-07-30","2022-07-30 13:12:05",NULL
766,2,"Maize Flour Purchase","Mamken Shop",150,150,0,"2022-07-31","2022-07-31 08:24:17",NULL
768,5,"Vegetables Stock Purchase","Market",371,371,0,"2022-07-31","2022-07-31 08:28:06",NULL
770,2,"stretch wrap","cosmic enterprises",2000,2000,0,"2022-08-01","2022-08-01 13:29:03",NULL
771,5,"Vegetables Stock Purchase","foodplus",400,400,0,"2022-08-01","2022-08-01 13:29:44",NULL
772,5,"Vegetables Stock Purchase","Market",1930,1930,0,"2022-08-01","2022-08-01 13:30:43",NULL
773,5,"Liver Purchase","george njoronge",4074,4074,0,"2022-08-01","2022-08-01 13:31:38",NULL
774,2,"Electricity","epl water n sewer",1000,1000,0,"2022-08-01","2022-08-01 13:32:57",NULL
775,2,"Salt Purchase","Mamken Shop",40,40,0,"2022-08-01","2022-08-01 13:33:56",NULL
776,2,"soap","Mamken Shop",50,50,0,"2022-08-01","2022-08-01 13:35:40",NULL
777,5,"Goat Meat Supply","isatu",4050,4050,0,"2022-08-02","2022-08-02 07:27:58",NULL
778,5,"Matumbo n liver Purchase","george njoronge",3060,3060,0,"2022-08-02","2022-08-02 13:10:08",NULL
779,5,"Onions Purchase","Huho Farm",2600,2600,0,"2022-08-02","2022-08-02 13:11:44",NULL
780,5,"Meat Stock Purchase","kituta",14060,14060,0,"2022-08-01","2022-08-02 13:12:57",NULL
781,1,"Motobike Fuel","rubies",300,300,0,"2022-08-02","2022-08-02 13:13:32",NULL
782,5,"Chicken Supply","farm",27000,27000,0,"2022-08-02","2022-08-02 13:14:28",NULL
783,2,"Packaging Material Purchase","c. m packanging intermediaries",350,350,0,"2022-08-02","2022-08-02 13:15:19",NULL
784,2,"Maize Flour Purchase","Mamken Shop",150,150,0,"2022-08-02","2022-08-02 13:16:16",NULL
785,2,"Maize Flour Purchase","Mamken Shop",150,150,0,"2022-08-02","2022-08-02 13:16:16",NULL
786,2,"tissue purchase","Mamken Shop",35,35,0,"2022-08-02","2022-08-02 13:16:52",NULL
787,2,"tissue purchase","Mamken Shop",35,35,0,"2022-08-02","2022-08-02 13:17:00",NULL
788,2,"Knives Sharpening","sharpener",30,30,0,"2022-08-02","2022-08-02 13:17:31",NULL
789,5,"Vegetables Stock Purchase","foodplus",399,399,0,"2022-08-02","2022-08-02 13:18:09",NULL
790,5,"Vegetables Stock Purchase","foodplus",399,399,0,"2022-08-02","2022-08-02 13:18:09",NULL
791,5,"Vegetables Stock Purchase","foodplus",399,399,0,"2022-08-03","2022-08-03 10:51:11",NULL
792,5,"semolina floor","spice",5880,5880,0,"2022-08-03","2022-08-03 11:06:40",NULL
793,5,"Fish Stock Purchase","Victory Farms",7654,7654,0,"2022-08-03","2022-08-03 11:09:37",NULL
794,5,"Tomatoes purchase","Huho Farm",2400,2400,0,"2022-08-03","2022-08-03 11:14:33",NULL
795,5,"Tomatoes purchase","Huho Farm",2400,2400,0,"2022-08-03","2022-08-03 11:14:36",NULL
796,1,"Moses chicken delivery","Motorcycle",200,200,0,"2022-08-03","2022-08-03 11:16:18",NULL
797,2,"drinking water","filling station",50,50,0,"2022-08-03","2022-08-03 11:17:07",NULL
798,2,"drinking water","filling station",50,50,0,"2022-08-03","2022-08-03 11:17:16",NULL
799,5,"Vegetables Stock Purchase","Market",270,270,0,"2022-08-05","2022-08-04 06:48:12",NULL
800,5,"Matumbo Purchase","george njoronge",2160,2160,0,"2022-08-06","2022-08-04 06:49:36",NULL
801,4,"Plantain Purchase","machoka",2430,2430,0,"2022-08-04","2022-08-04 06:52:15",NULL
802,2,"Electricity","epl water n sewer",2000,2000,0,"2022-08-04","2022-08-04 06:53:23",NULL
803,5,"Meat Stock Purchase","kituta",11470,11470,0,"2022-08-04","2022-08-04 06:54:11",NULL
804,2,"rich for lunch","Mamken Shop",190,190,0,"2022-08-04","2022-08-04 07:38:12",NULL
805,5,"Vegetables Stock Purchase","farm",180,180,0,"2022-08-04","2022-08-04 12:52:16",NULL
806,1,"Fuel Expense","Total Energies",1000,1000,0,"2022-08-05","2022-08-05 12:17:20",NULL
807,5,"Fish Stock Purchase","Victory Farms",5232,5232,0,"2022-08-05","2022-08-05 13:34:17",NULL
808,5,"Goat Meat Supply","Goat meat supplier",5700,5700,0,"2022-08-05","2022-08-05 13:36:14",NULL
809,5,"Liver & matumbo Purchase","kituta",6000,6000,0,"2022-08-05","2022-08-05 13:38:06",NULL
810,5,"Vegetables Stock Purchase","farm",150,150,0,"2022-08-05","2022-08-05 13:40:30",NULL
811,5,"Vegetables Stock Purchase","Market",340,340,0,"2022-08-05","2022-08-05 13:41:56",NULL
812,5,"Meat Stock Purchase","kituta",24050,24050,0,"2022-08-05","2022-08-05 13:42:49",NULL
813,5,"Tomatoes purchase","Market",2200,2200,0,"2022-08-05","2022-08-05 13:44:02",NULL
814,2,"Gas Purchase","Damao Minimart",2900,2900,0,"2022-08-05","2022-08-05 13:51:42",NULL
815,5,"Cooking Oil Purchase","nemuwa cereal general",2600,2600,0,"2022-08-06","2022-08-06 13:44:56",NULL
816,5,"Steak Purchase","peter muiruri",6300,6300,0,"2022-08-06","2022-08-06 13:46:13",NULL
817,2,"water bill","Greatwall",500,500,0,"2022-08-06","2022-08-06 13:49:22",NULL
818,2,"Cooking Oil Purchase","Mamken Shop",730,730,0,"2022-08-06","2022-08-06 13:50:22",NULL
819,5,"Fish Stock Purchase","Victory Farms",10643,10643,0,"2022-08-08","2022-08-08 07:01:02",NULL
820,5,"Vegetables Stock Purchase","Market",770,770,0,"2022-08-08","2022-08-08 07:18:11",NULL
821,5,"Matumbo n liver Purchase","george njoronge",6900,6900,0,"2022-08-08","2022-08-08 07:19:08",NULL
822,5,"Vegetables Stock Purchase","Market",850,850,0,"2022-08-07","2022-08-08 08:09:41",NULL
823,2,"Serviettes Purchase","Mamken Shop",100,100,0,"2022-08-07","2022-08-08 08:11:14",NULL
824,2,"Packaging Material Purchase","c. m packanging intermediaries",1050,1050,0,"2022-08-08","2022-08-08 08:13:25",NULL
825,2,"Maize Flour Purchase","Mamken Shop",200,200,0,"2022-08-08","2022-08-08 08:14:05",NULL
826,2,"Jik Purchase","Mamken Shop",80,80,0,"2022-08-08","2022-08-08 08:14:43",NULL
827,2,"Knives Sharpening","sharpener",60,60,0,"2022-08-08","2022-08-08 08:15:43",NULL
828,2,"Knives Sharpening","sharpener",60,60,0,"2022-08-08","2022-08-08 08:15:49",NULL
829,1,"Fuel","Total Energies",1000,1000,0,"2022-08-08","2022-08-08 08:25:36",NULL
830,2,"Bone Saw blade Purchase","Explorer Enterprises",2700,2700,0,"2022-08-08","2022-08-08 08:26:27",NULL
831,5,"Vegetables Stock Purchase","Market",1270,1270,0,"2022-08-10","2022-08-10 13:10:08",NULL
832,5,"Vegetables Stock Purchase","farm",330,330,0,"2022-08-10","2022-08-10 13:11:09",NULL
833,5,"Vegetables Stock Purchase","Market",300,300,0,"2022-08-11","2022-08-11 08:21:28",NULL
834,5,"Vegetables Stock Purchase","farm",330,330,0,"2022-08-11","2022-08-11 08:22:05",NULL
835,5,"Onions Purchase","Huho Farm",2500,2500,0,"2022-08-10","2022-08-11 08:24:01",NULL
836,5,"red/yellow capsicum","farm Jane",600,600,0,"2022-08-11","2022-08-12 05:00:12",NULL
837,5,"red/yellow capsicum","farm Jane",600,600,0,"2022-08-11","2022-08-12 05:00:17",NULL
838,5,"red/yellow capsicum","farm Jane",600,600,0,"2022-08-11","2022-08-12 05:00:26",NULL
839,5,"red/yellow capsicum","farm Jane",600,600,0,"2022-08-11","2022-08-12 05:00:29",NULL
840,5,"red/yellow capsicum","farm Jane",600,600,0,"2022-08-11","2022-08-12 05:01:01",NULL
841,2,"stretch wrap","cosmic enterprises",3600,3600,0,"2022-08-12","2022-08-12 05:44:05",NULL
842,2,"Glass cleaner purchase","Beracah Supermarket",160,160,0,"2022-08-12","2022-08-12 09:23:17",NULL
843,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:01",NULL
844,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:12",NULL
845,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:25",NULL
846,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:36",NULL
847,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:36",NULL
848,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:36",NULL
849,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:48",NULL
850,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:54",NULL
851,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:54",NULL
852,2,"Maize Flour Purchase","Mamken Shop",35,35,0,"2022-08-12","2022-08-12 09:24:54",NULL
853,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-12","2022-08-12 09:28:51",NULL
854,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-12","2022-08-12 09:28:57",NULL
855,2,"drinking water","filling station",50,50,0,"2022-08-12","2022-08-12 09:29:51",NULL
856,5,"Vegetables Stock Purchase","Market",2530,2530,0,"2022-08-12","2022-08-12 13:03:02",NULL
857,1,"Meat purchase delivery","Meat deliverer (George)",200,200,0,"2022-08-13","2022-08-13 03:58:09",NULL
858,2,"Packaging Material Purchase","c. m packaging intermediaries",1350,1350,0,"2022-08-13","2022-08-13 06:00:53",NULL
859,5,"semolina floor","Spice World Limited",5800,5800,0,"2022-08-13","2022-08-13 06:07:40",NULL
860,5,"Vegetables Stock Purchase","Market",680,680,0,"2022-08-13","2022-08-13 07:00:47",NULL
861,5,"Meat Stock Purchase","simon ngugi",18000,18000,0,"2022-08-11","2022-08-13 13:17:16",NULL
862,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-08-13","2022-08-13 13:18:20",NULL
863,5,"Goat Meat Supply","george njoronge",10280,10280,0,"2022-08-13","2022-08-13 13:20:17",NULL
864,5,"Goat Meat Supply","george njoronge",10280,10280,0,"2022-08-13","2022-08-13 13:24:21",NULL
865,3,"Water bill","Greatwall",1200,1200,0,"2022-08-14","2022-08-14 05:16:05",NULL
866,2,"Knives Sharpening","Knife Sharpener",90,90,0,"2022-08-14","2022-08-14 05:17:01",NULL
867,5,"Vegetables Stock Purchase","Market",1010,1010,0,"2022-08-14","2022-08-14 05:36:12",NULL
868,2,"Knives Sharpening","Knife Sharpener",90,90,0,"2022-08-14","2022-08-14 13:03:55",NULL
869,5,"Vegetables Stock Purchase","Market",420,420,0,"2022-08-16","2022-08-16 11:59:34",NULL
870,5,"omena purchase","rose mary",1600,1600,0,"2022-08-15","2022-08-16 12:02:59",NULL
871,5,"Matumbo Purchase","Masaku Standard Meat Suppliers",2240,2240,0,"2022-08-14","2022-08-16 12:03:57",NULL
872,5,"Vegetables Stock Purchase","Market",2110,2110,0,"2022-08-15","2022-08-16 12:05:23",NULL
873,5,"Fish Stock Purchase","Victory Farms",8330,8330,0,"2022-08-15","2022-08-16 12:06:29",NULL
874,5,"Fish Stock Purchase","Victory Farms",10328,10328,0,"2022-08-17","2022-08-17 03:37:01",NULL
875,5,"Vegetables Stock Purchase","Market",2220,2220,0,"2022-08-17","2022-08-17 03:40:11",NULL
876,5,"Liver Purchase","george njoronge",3360,3360,0,"2022-08-17","2022-08-17 03:41:09",NULL
877,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-08-17","2022-08-17 03:41:54",NULL
878,5,"Goat Meat Supply","george njoronge",3420,3420,0,"2022-08-17","2022-08-17 03:44:20",NULL
879,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-17","2022-08-17 04:44:40",NULL
880,5,"Vegetables Stock Purchase","Market",450,450,0,"2022-08-18","2022-08-18 06:20:29",NULL
881,6,"Fuel for business errands","Rubis Petrol Station",300,300,0,"2022-08-17","2022-08-18 06:21:45",NULL
882,5,"Vegetables Stock Purchase","farm",90,90,0,"2022-08-18","2022-08-18 06:23:14",NULL
883,5,"Vegetables Stock Purchase","farm",90,90,0,"2022-08-18","2022-08-18 06:24:49",NULL
884,5,"Vegetables Stock Purchase","farm",90,90,0,"2022-08-18","2022-08-18 06:27:04",NULL
885,5,"Vegetables Stock Purchase","farm",90,90,0,"2022-08-18","2022-08-18 06:27:04",NULL
886,5,"Tomatoes purchase","Huho Farm",1680,1680,0,"2022-08-18","2022-08-18 06:29:08",NULL
887,5,"Onions Purchase","Huho Farm",1750,1750,0,"2022-08-18","2022-08-18 09:38:23",NULL
888,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",14000,14000,0,"2022-08-18","2022-08-18 09:41:03",NULL
889,5,"Matumbo Purchase","Masaku Standard Meat Suppliers",1920,1920,0,"2022-08-18","2022-08-18 09:42:32",NULL
890,5,"Chicken Supply","farm",22500,22500,0,"2022-08-18","2022-08-18 09:43:26",NULL
891,2,"Electricity","epl water n sewer",2000,2000,0,"2022-08-18","2022-08-18 12:50:11",NULL
892,5,"Vegetables Stock Purchase","Market",2360,2360,0,"2022-08-19","2022-08-19 03:24:51",NULL
893,5,"Vegetables Stock Purchase","farm",180,180,0,"2022-08-19","2022-08-19 03:25:38",NULL
894,2,"Agita Purchase","Agrovet (Town)",600,600,0,"2022-08-19","2022-08-19 10:21:27",NULL
895,5,"Vegetables Stock Purchase","Market",1080,1080,0,"2022-08-20","2022-08-20 08:31:33",NULL
896,5,"Matumbo n liver Purchase","george njoronge",6720,6720,0,"2022-08-20","2022-08-20 08:32:49",NULL
897,5,"garlic purchase","marikiti",300,300,0,"2022-08-20","2022-08-20 10:17:29",NULL
898,5,"omena purchase","marikiti",700,700,0,"2022-08-20","2022-08-20 10:19:03",NULL
899,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",26400,26400,0,"2022-08-20","2022-08-20 13:30:19",NULL
900,5,"Fish Stock Purchase","Phem sea food",5000,5000,0,"2022-08-20","2022-08-20 13:30:52",NULL
901,5,"Salt Purchase","Mamken Shop",20,20,0,"2022-08-21","2022-08-21 13:05:29",NULL
902,2,"tissue purchase","Mamken Shop",30,30,0,"2022-08-21","2022-08-21 13:10:38",NULL
903,2,"Maize Flour Purchase","Maya Mini Mart",200,200,0,"2022-08-21","2022-08-21 13:11:31",NULL
904,5,"Goat Meat Supply","george njoronge",5320,5320,0,"2022-08-22","2022-08-22 05:52:23",NULL
905,5,"Liver Purchase","george njoronge",3360,3360,0,"2022-08-22","2022-08-22 05:55:58",NULL
906,5,"Tomatoes purchase","Huho Farm",2000,2000,0,"2022-08-22","2022-08-22 06:28:03",NULL
907,5,"Fish Stock Purchase","Victory Farms",4569,4569,0,"2022-08-22","2022-08-22 06:29:35",NULL
908,5,"Vegetables Stock Purchase","Market",383,383,0,"2022-08-21","2022-08-22 06:33:49",NULL
909,5,"minced meat steak","bama",3500,3500,0,"2022-08-20","2022-08-22 06:35:35",NULL
910,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-22","2022-08-22 06:36:34",NULL
911,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-22","2022-08-22 06:36:38",NULL
912,5,"Vegetables Stock Purchase","farm",90,90,0,"2022-08-22","2022-08-22 13:01:51",NULL
913,5,"Vegetables Stock Purchase","Market",3650,3650,0,"2022-08-23","2022-08-24 07:47:12",NULL
914,5,"titus fish","Phem sea food",5500,5500,0,"2022-08-24","2022-08-24 07:49:11",NULL
915,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-23","2022-08-24 07:50:47",NULL
916,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-24","2022-08-24 07:52:15",NULL
917,5,"Fish Stock Purchase","Victory Farms",15822,15822,0,"2022-08-25","2022-08-25 04:30:54",NULL
918,5,"Vegetables Stock Purchase","Market",1360,1360,0,"2022-08-25","2022-08-25 05:36:28",NULL
919,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-25","2022-08-25 05:37:30",NULL
920,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-08-26","2022-08-27 06:33:59",NULL
921,5,"Liver Purchase","george njoronge",3360,3360,0,"2022-08-26","2022-08-27 06:39:46",NULL
922,5,"Tomatoes purchase","Huho Farm",2000,2000,0,"2022-08-26","2022-08-27 07:21:50",NULL
923,5,"Chicken Supply","farm",21000,21000,0,"2022-08-26","2022-08-27 07:33:01",NULL
924,5,"Goat Meat Supply","george njoronge",4180,4180,0,"2022-08-27","2022-08-27 08:16:33",NULL
925,2,"frying oil","Market",2600,2600,0,"2022-08-27","2022-08-27 08:35:01",NULL
926,5,"minced meat steak","bama",3000,3000,0,"2022-08-27","2022-08-27 08:35:48",NULL
927,5,"Vegetables Stock Purchase","Market",1745,1745,0,"2022-08-27","2022-08-27 08:47:35",NULL
928,5,"Sukuma wiki purchase","Chandarana Foodplus",28,28,0,"2022-08-28","2022-08-28 03:07:31",NULL
929,5,"Meat Stock Purchase","Masaku Standard Meat Suppliers",11600,11600,0,"2022-08-28","2022-08-28 11:40:46",NULL
930,5,"Vegetables Stock Purchase","farm",180,180,0,"2022-08-28","2022-08-28 11:41:38",NULL
931,2,"Fuel for business errands","petro station",1000,1000,0,"2022-08-27","2022-08-28 11:43:15",NULL
932,5,"Fish Stock Purchase","Victory Farms",5507,5507,0,"2022-08-29","2022-08-29 12:40:26",NULL
933,5,"Vegetables Stock Purchase","farm",370,370,0,"2022-08-29","2022-08-29 12:42:57",NULL
934,5,"titus fish","east african seafood",5200,5200,0,"2022-08-30","2022-08-30 11:26:17",NULL
935,5,"Vegetables Stock Purchase","Market",1500,1500,0,"2022-08-30","2022-08-30 11:27:47",NULL
936,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-08-30","2022-08-30 11:32:41",NULL
937,1,"bobaboda","patrick",1000,1000,0,"2022-08-30","2022-08-30 11:33:52",NULL
938,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-08-30","2022-08-30 12:52:41",NULL
939,1,"Liver Purchase Delivery","George transporter",200,200,0,"2022-08-31","2022-08-31 05:03:51",NULL
940,5,"Liver Purchase","george njoronge",3150,3150,0,"2022-08-31","2022-08-31 09:33:04",NULL
941,5,"tomatoes n onion purchase","Huho Farm",3700,3700,0,"2022-08-31","2022-08-31 09:34:40",NULL
942,5,"Vegetables Stock Purchase","Market",1950,1950,0,"0000-00-00","2022-08-31 09:36:50",NULL
943,5,"Vegetables Stock Purchase","Market",1950,1950,0,"2022-08-31","2022-08-31 09:37:00",NULL
944,5,"Fish Stock Purchase","Victory Farms",4344,4344,0,"2022-09-01","2022-09-01 01:35:31",NULL
945,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-09-01","2022-09-01 08:59:06",NULL
946,5,"Vegetables Stock Purchase","farm",480,480,0,"2022-09-01","2022-09-01 09:00:45",NULL
947,5,"semolina floor","spice",2940,2940,0,"2022-09-01","2022-09-01 09:02:08",NULL
948,1,"omena transportfrom bondo","lake",0,0,0,"2022-09-01","2022-09-01 09:05:33",NULL
949,2,"plumber n items","plumber",1730,1730,0,"2022-09-01","2022-09-01 09:16:06",NULL
950,5,"Goat Meat Supply","juma isatu",3825,3825,0,"2022-09-03","2022-09-01 09:18:17",NULL
951,2,"Electricity","ebl",2000,2000,0,"2022-09-01","2022-09-01 12:55:02",NULL
953,2,"Chili bottle labels","Charles Ogore",1200,1200,0,"2022-09-01","2022-09-01 14:26:28",NULL
954,5,"Meat Supply","Masaku Standard Meat Suppliers",16000,16000,0,"2022-09-02","2022-09-02 08:00:44",NULL
955,5,"Liver Purchase","george njoronge",4200,4200,0,"2022-09-02","2022-09-02 08:06:14",NULL
956,5,"Vegetables Stock Purchase","farm",320,320,0,"2022-09-02","2022-09-03 08:38:25",NULL
957,5,"Vegetables Stock Purchase","Market",3910,3910,0,"2022-09-03","2022-09-03 08:47:54",NULL
958,5,"minced meat steak","bama",3000,3000,0,"2022-09-03","2022-09-03 08:49:53",NULL
959,2,"knife sharpener","bama",500,500,0,"2022-09-03","2022-09-03 08:51:19",NULL
960,2,"Packaging Material Purchase","c. m packanging intermediaries",350,350,0,"2022-09-03","2022-09-03 08:52:54",NULL
961,5,"Vegetables Stock Purchase","farm",360,360,0,"2022-09-01","2022-09-03 08:56:09",NULL
962,2,"Lunch","Mamken Shop",385,385,0,"2022-09-01","2022-09-03 08:56:53",NULL
963,2,"water bill","epl water n sewer",500,500,0,"2022-09-02","2022-09-03 08:57:55",NULL
964,2,"Packaging Material Purchase","c. m packanging intermediaries",700,700,0,"2022-09-02","2022-09-03 09:00:59",NULL
965,1,"bike fuel","Rubis Petrol Station",300,300,0,"2022-09-02","2022-09-03 09:01:43",NULL
966,2,"Glass cleaner purchase","Beracah Supermarket",180,180,0,"2022-09-03","2022-09-03 09:36:43",NULL
967,2,"drinking water","filling station",50,50,0,"2022-09-03","2022-09-03 09:37:25",NULL
968,2,"soap","Mamken Shop",35,35,0,"2022-09-03","2022-09-03 13:07:05",NULL
969,2,"Airtime Purchase","Mamken Shop",100,100,0,"2022-09-03","2022-09-03 13:07:52",NULL
970,5,"Meat Supply","Masaku Standard Meat Suppliers",12800,12800,0,"2022-09-03","2022-09-03 13:24:39",NULL
971,5,"Tomatoes purchase","Huho Farm",2000,2000,0,"2022-09-03","2022-09-04 04:54:19",NULL
972,3,"Electricity","Kenya Power",1000,1000,0,"2022-09-04","2022-09-04 13:19:29",NULL
973,2,"tissue purchase","Mamken Shop",30,30,0,"2022-09-04","2022-09-04 13:20:21",NULL
974,2,"Polycated bags","Asami Kenya",420,420,0,"2022-09-05","2022-09-05 04:07:52",NULL
975,2,"Hairnets","Asami Limited",160,160,0,"2022-09-05","2022-09-05 04:08:37",NULL
976,2,"Woven bag","Topserve Limited",40,40,0,"2022-09-05","2022-09-05 04:09:52",NULL
977,2,"Robinson packagers","Packing net roll",1000,1000,0,"2022-09-05","2022-09-05 04:10:45",NULL
978,2,"Cling film roll","Towesta Ventures",5000,5000,0,"2022-09-05","2022-09-05 04:12:02",NULL
979,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-09-05","2022-09-05 04:22:46",NULL
980,5,"Vegetables Stock Purchase","farm",300,300,0,"2022-09-05","2022-09-05 04:23:41",NULL
981,1,"Fuel for business errands","Rubis Petrol Station",300,300,0,"2022-09-05","2022-09-05 04:25:50",NULL
982,5,"Vegetables Stock Purchase","Market",1750,1750,0,"2022-09-05","2022-09-05 04:26:36",NULL
983,2,"Lunch","Mamken Shop",210,210,0,"2022-09-05","2022-09-05 12:31:43",NULL
984,2,"water bill","epl water n sewer",500,500,0,"2022-09-05","2022-09-05 12:32:24",NULL
985,5,"Vegetables Stock Purchase","Market",5200,5200,0,"2022-09-06","2022-09-06 06:38:55",NULL
986,5,"Packaging Material Purchase","c. m packanging intermediaries",1050,1050,0,"2022-09-06","2022-09-06 06:41:02",NULL
987,2,"sunlight powder","Mamken Shop",80,80,0,"2022-09-06","2022-09-06 06:50:46",NULL
988,2,"Lunch","Mamken Shop",310,310,0,"2022-09-06","2022-09-06 06:51:34",NULL
990,5,"Meat Supply","Masaku Standard Meat Suppliers",10400,10400,0,"2022-09-06","2022-09-06 07:50:32",NULL
991,5,"Goat Meat Supply","isatu",3150,3150,0,"2022-09-06","2022-09-06 07:51:28",NULL
992,5,"semolina floor","Spice World Limited",5880,5880,0,"2022-09-06","2022-09-06 08:18:50",NULL
993,2,"drinking water","filling station",50,50,0,"2022-09-06","2022-09-06 08:28:15",NULL
994,2,"drinking water","filling station",50,50,0,"2022-09-06","2022-09-06 08:28:15",NULL
995,5,"Vegetables Stock Purchase","farm",330,330,0,"2022-09-06","2022-09-06 10:05:43",NULL
996,1,"Fuel","Total Energies",1000,1000,0,"2022-09-06","2022-09-07 03:07:22",NULL
997,1,"Fuel","Total Energies",1000,1000,0,"2022-09-07","2022-09-07 03:07:56",NULL
998,5,"Vegetables Stock Purchase","farm",330,330,0,"2022-09-07","2022-09-07 04:10:02",NULL
999,5,"Vegetables Stock Purchase","Market",780,780,0,"2022-09-07","2022-09-07 04:11:05",NULL
1001,5,"Matumbo Purchase","george njoronge",1800,1800,0,"2022-09-07","2022-09-07 06:29:06",NULL
1002,2,"Maize Flour Purchase","Mamken Shop",200,200,0,"2022-09-07","2022-09-07 09:13:51",NULL
1003,2,"tissue purchase","Mamken Shop",30,30,0,"2022-09-07","2022-09-07 09:14:31",NULL
1004,2,"Electricity","epl water n sewer",1000,1000,0,"2022-09-07","2022-09-07 09:16:06",NULL
1005,1,"Fuel","Total Energies",600,600,0,"2022-09-07","2022-09-07 23:56:45",NULL
1006,5,"Vegetables Stock Purchase","farm",420,420,0,"2022-09-08","2022-09-08 06:21:09",NULL
1007,2,"rich for lunch","Mamken Shop",160,160,0,"2022-09-08","2022-09-08 06:22:03",NULL
1008,2,"water bill","epl water n sewer",50,50,0,"2022-09-06","2022-09-08 06:22:59",NULL
1009,5,"tomatoes n onion purchase","Huho Farm",3500,3500,0,"2022-09-08","2022-09-08 09:47:11",NULL
1010,2,"Gas Purchase","Damao Minimart",2800,2800,0,"2022-09-08","2022-09-08 12:33:23",NULL
1011,5,"Vegetables Stock Purchase","Market",3920,3920,0,"2022-09-09","2022-09-09 05:14:48",NULL
1012,5,"Vegetables Stock Purchase","farm",330,330,0,"2022-09-09","2022-09-09 05:17:37",NULL
1013,5,"Matumbo n liver Purchase","george njoronge",6000,6000,0,"2022-09-09","2022-09-09 05:24:58",NULL
1014,5,"Meat Supply","Masaku Standard Meat Suppliers",16000,16000,0,"2022-09-09","2022-09-09 05:25:56",NULL
1015,5,"Fish Stock Purchase","Victory Farms",11415,11415,0,"2022-09-09","2022-09-09 08:24:47",NULL
1016,5,"Vegetables Stock Purchase","farm",150,150,0,"2022-09-10","2022-09-10 13:26:28",NULL
1017,5,"titus fish","east african seafood",5200,5200,0,"2022-09-09","2022-09-10 13:28:15",NULL
1018,5,"Meat Supply","Masaku Standard Meat Suppliers",18400,18400,0,"2022-09-10","2022-09-10 13:29:14",NULL
1019,2,"Electricity","epl water n sewer",2000,2000,0,"2022-09-10","2022-09-10 13:30:23",NULL
