"id","Order_id","status","delivery_fee","delivery_time_left","Created_at","Updated_at"
6466866,7433,"delivered",0,-161.15,"2022-06-23 05:33:22","0000-00-00 00:00:00"
6466867,7433,"delivered",0,-161.15,"2022-06-23 05:33:22","0000-00-00 00:00:00"
6466868,7433,"delivered",0,-161.15,"2022-06-23 05:33:22","0000-00-00 00:00:00"
6466869,7434,"delivered",0,-155.15,"2022-06-23 05:39:05","0000-00-00 00:00:00"
6466870,7434,"delivered",0,-155.15,"2022-06-23 05:39:05","0000-00-00 00:00:00"
6466876,7441,"delivered",0,8.75,"2022-06-23 08:56:08","0000-00-00 00:00:00"
6466877,7441,"delivered",0,8.75,"2022-06-23 08:56:08","0000-00-00 00:00:00"
6466878,7442,"delivered",0,18.75,"2022-06-23 09:06:34","0000-00-00 00:00:00"
6466879,7442,"delivered",0,18.75,"2022-06-23 09:06:34","0000-00-00 00:00:00"
6466880,7444,"delivered",0,22.28,"2022-06-23 09:30:50","0000-00-00 00:00:00"
6466881,7444,"delivered",0,22.28,"2022-06-23 09:30:50","0000-00-00 00:00:00"
6466882,7476,"delivered",0,-43.68,"2022-06-23 11:23:11","0000-00-00 00:00:00"
6466883,7476,"delivered",0,-43.68,"2022-06-23 11:23:11","0000-00-00 00:00:00"
6466884,7488,"pending",0,505,"2022-06-23 13:36:46","0000-00-00 00:00:00"
6466885,7490,"delivered",0,-42.85,"2022-06-24 03:36:43","0000-00-00 00:00:00"
6466886,7491,"delivered",0,-107.72,"2022-06-24 04:45:26","0000-00-00 00:00:00"
6466887,7492,"delivered",0,-82.72,"2022-06-24 05:10:26","0000-00-00 00:00:00"
6466888,7493,"delivered",0,-79.72,"2022-06-24 05:13:45","0000-00-00 00:00:00"
6466889,7495,"delivered",0,-76.73,"2022-06-24 05:16:10","0000-00-00 00:00:00"
6466890,7496,"delivered",0,-43.73,"2022-06-24 05:49:44","0000-00-00 00:00:00"
6466891,7497,"delivered",0,-29.73,"2022-06-24 06:03:19","0000-00-00 00:00:00"
6466892,7497,"delivered",0,-29.73,"2022-06-24 06:03:19","0000-00-00 00:00:00"
6466895,7500,"delivered",0,-6.13,"2022-06-24 08:04:32","0000-00-00 00:00:00"
6466899,7511,"delivered",0,22.08,"2022-06-24 09:07:58","0000-00-00 00:00:00"
6466900,7514,"delivered",0,19.75,"2022-06-24 09:22:59","0000-00-00 00:00:00"
6466901,7528,"delivered",0,5.95,"2022-06-24 10:13:33","0000-00-00 00:00:00"
6466902,7528,"delivered",0,5.95,"2022-06-24 10:13:33","0000-00-00 00:00:00"
6466903,7528,"delivered",0,5.95,"2022-06-24 10:13:33","0000-00-00 00:00:00"
6466904,7528,"delivered",0,5.95,"2022-06-24 10:13:33","0000-00-00 00:00:00"
6466905,7528,"delivered",0,5.95,"2022-06-24 10:13:33","0000-00-00 00:00:00"
6466906,7529,"delivered",0,12.95,"2022-06-24 10:20:48","0000-00-00 00:00:00"
6466907,7529,"delivered",0,12.95,"2022-06-24 10:20:48","0000-00-00 00:00:00"
6466908,7536,"delivered",0,21.22,"2022-06-24 10:35:17","0000-00-00 00:00:00"
6466909,7537,"delivered",0,16.77,"2022-06-24 11:15:38","0000-00-00 00:00:00"
6466911,7539,"delivered",0,5.93,"2022-06-24 11:24:10","0000-00-00 00:00:00"
6466912,7540,"delivered",0,14.93,"2022-06-24 11:33:37","0000-00-00 00:00:00"
6466913,7540,"delivered",0,14.93,"2022-06-24 11:33:37","0000-00-00 00:00:00"
6466914,7541,"delivered",0,15.92,"2022-06-24 11:34:10","0000-00-00 00:00:00"
6466915,7551,"delivered",0,1.6,"2022-06-24 12:07:15","0000-00-00 00:00:00"
6466916,7551,"delivered",0,1.6,"2022-06-24 12:07:15","0000-00-00 00:00:00"
6466917,7561,"delivered",0,13.98,"2022-06-24 12:38:25","0000-00-00 00:00:00"
6466918,7570,"delivered",0,-60.6,"2022-06-25 03:17:46","0000-00-00 00:00:00"
6466919,7574,"delivered",0,-49.22,"2022-06-25 05:24:55","0000-00-00 00:00:00"
6466920,7574,"delivered",0,-49.22,"2022-06-25 05:24:55","0000-00-00 00:00:00"
6466921,7575,"delivered",0,-48.22,"2022-06-25 05:25:51","0000-00-00 00:00:00"
6466922,7575,"delivered",0,-48.22,"2022-06-25 05:25:51","0000-00-00 00:00:00"
6466923,7575,"delivered",0,-48.22,"2022-06-25 05:25:51","0000-00-00 00:00:00"
6466924,7576,"delivered",0,-31.48,"2022-06-25 06:40:15","0000-00-00 00:00:00"
6466925,7576,"delivered",0,-31.48,"2022-06-25 06:40:15","0000-00-00 00:00:00"
6466926,7576,"delivered",0,-31.48,"2022-06-25 06:40:15","0000-00-00 00:00:00"
6466927,7577,"delivered",0,17.6,"2022-06-25 07:38:37","0000-00-00 00:00:00"
6466928,7577,"delivered",0,17.6,"2022-06-25 07:38:37","0000-00-00 00:00:00"
6466929,7577,"delivered",0,17.6,"2022-06-25 07:38:37","0000-00-00 00:00:00"
6466930,7581,"delivered",0,-4.65,"2022-06-25 08:46:54","0000-00-00 00:00:00"
6466931,7582,"delivered",0,0.35,"2022-06-25 08:51:15","0000-00-00 00:00:00"
6466932,7583,"delivered",0,3.35,"2022-06-25 08:54:03","0000-00-00 00:00:00"
6466933,7585,"delivered",0,-9.75,"2022-06-25 09:18:40","0000-00-00 00:00:00"
6466934,7586,"delivered",0,-47.4,"2022-06-25 09:58:39","0000-00-00 00:00:00"
6466935,7586,"delivered",0,-47.4,"2022-06-25 09:58:39","0000-00-00 00:00:00"
6466938,7592,"delivered",0,3.63,"2022-06-25 11:38:05","0000-00-00 00:00:00"
6466941,7638,"delivered",0,24.3,"2022-06-26 03:37:32","0000-00-00 00:00:00"
6466944,7654,"delivered",0,6.68,"2022-06-26 04:41:15","0000-00-00 00:00:00"
6466945,7735,"delivered",0,22.67,"2022-06-27 04:15:27","0000-00-00 00:00:00"
6466948,7737,"delivered",0,18.7,"2022-06-27 04:19:30","0000-00-00 00:00:00"
6466949,7737,"delivered",0,18.7,"2022-06-27 04:19:30","0000-00-00 00:00:00"
6466950,7738,"delivered",0,-8.72,"2022-06-27 05:42:51","0000-00-00 00:00:00"
6466951,7739,"delivered",0,-1.73,"2022-06-27 05:49:22","0000-00-00 00:00:00"
6466952,7739,"delivered",0,-1.73,"2022-06-27 05:49:22","0000-00-00 00:00:00"
6466953,7739,"delivered",0,-1.73,"2022-06-27 05:49:22","0000-00-00 00:00:00"
6466954,7739,"delivered",0,-1.73,"2022-06-27 05:49:22","0000-00-00 00:00:00"
6466955,7740,"delivered",0,-22.42,"2022-06-27 06:16:39","0000-00-00 00:00:00"
6466961,7742,"delivered",0,-21.83,"2022-06-27 07:38:17","0000-00-00 00:00:00"
6466962,7742,"delivered",0,-21.83,"2022-06-27 07:38:17","0000-00-00 00:00:00"
6466969,7743,"delivered",0,-95.87,"2022-06-27 08:35:34","0000-00-00 00:00:00"
6466970,7743,"delivered",0,-95.87,"2022-06-27 08:35:34","0000-00-00 00:00:00"
6466971,7743,"delivered",0,-95.87,"2022-06-27 08:35:34","0000-00-00 00:00:00"
6466972,7743,"delivered",0,-95.87,"2022-06-27 08:35:34","0000-00-00 00:00:00"
6466973,7743,"delivered",0,-95.87,"2022-06-27 08:35:34","0000-00-00 00:00:00"
6466974,7743,"delivered",0,-95.87,"2022-06-27 08:35:35","0000-00-00 00:00:00"
6466975,7744,"delivered",0,-73.87,"2022-06-27 08:57:59","0000-00-00 00:00:00"
6466976,7744,"delivered",0,-73.87,"2022-06-27 08:57:59","0000-00-00 00:00:00"
6466977,7745,"delivered",0,-71.87,"2022-06-27 08:59:32","0000-00-00 00:00:00"
6466983,7750,"delivered",0,4.12,"2022-06-27 10:15:26","0000-00-00 00:00:00"
6466984,7751,"delivered",0,-15.85,"2022-06-27 10:36:42","0000-00-00 00:00:00"
6466985,7753,"delivered",0,-6.85,"2022-06-27 10:45:29","0000-00-00 00:00:00"
6466986,7753,"delivered",0,-6.85,"2022-06-27 10:45:29","0000-00-00 00:00:00"
6466987,7753,"delivered",0,-6.85,"2022-06-27 10:45:29","0000-00-00 00:00:00"
6466988,7754,"delivered",0,12.13,"2022-06-27 11:04:23","0000-00-00 00:00:00"
6466989,7754,"delivered",0,12.13,"2022-06-27 11:04:23","0000-00-00 00:00:00"
6466990,7782,"delivered",0,8.43,"2022-06-27 12:54:13","0000-00-00 00:00:00"
6466991,7806,"delivered",0,-444.88,"2022-06-27 13:25:14","0000-00-00 00:00:00"
6466992,7806,"delivered",0,-444.88,"2022-06-27 13:25:14","0000-00-00 00:00:00"
6466993,7807,"delivered",0,-38.83,"2022-06-28 03:59:19","0000-00-00 00:00:00"
6466994,7812,"delivered",0,-6.83,"2022-06-28 04:31:47","0000-00-00 00:00:00"
6466995,7812,"delivered",0,-6.83,"2022-06-28 04:31:47","0000-00-00 00:00:00"
6466996,7812,"delivered",0,-6.83,"2022-06-28 04:31:47","0000-00-00 00:00:00"
6466997,7812,"delivered",0,-6.83,"2022-06-28 04:31:47","0000-00-00 00:00:00"
6466998,7815,"delivered",0,-112.5,"2022-06-28 05:06:27","0000-00-00 00:00:00"
6466999,7816,"delivered",0,-111.5,"2022-06-28 05:07:54","0000-00-00 00:00:00"
6467000,7817,"delivered",0,-94.5,"2022-06-28 05:24:32","0000-00-00 00:00:00"
6467001,7818,"delivered",0,1.45,"2022-06-28 07:24:31","0000-00-00 00:00:00"
6467002,7819,"delivered",0,-83.32,"2022-06-28 08:14:51","0000-00-00 00:00:00"
6467003,7820,"delivered",0,-59.32,"2022-06-28 08:38:00","0000-00-00 00:00:00"
6467004,7820,"delivered",0,-59.32,"2022-06-28 08:38:00","0000-00-00 00:00:00"
6467005,7821,"delivered",0,-58.32,"2022-06-28 08:39:31","0000-00-00 00:00:00"
6467010,7826,"delivered",0,-18.78,"2022-06-28 11:04:11","0000-00-00 00:00:00"
6467011,7826,"delivered",0,-18.78,"2022-06-28 11:04:11","0000-00-00 00:00:00"
6467012,7827,"delivered",0,19.32,"2022-06-28 11:49:04","0000-00-00 00:00:00"
6467013,7835,"delivered",0,13.42,"2022-06-28 12:31:30","0000-00-00 00:00:00"
6467014,7859,"delivered",0,-77.08,"2022-06-29 04:23:08","0000-00-00 00:00:00"
6467015,7859,"delivered",0,-77.08,"2022-06-29 04:23:08","0000-00-00 00:00:00"
6467016,7859,"delivered",0,-77.08,"2022-06-29 04:23:10","0000-00-00 00:00:00"
6467017,7860,"delivered",0,-4.98,"2022-06-29 06:06:09","0000-00-00 00:00:00"
6467018,7860,"delivered",0,-4.98,"2022-06-29 06:06:09","0000-00-00 00:00:00"
6467019,7861,"delivered",0,9.02,"2022-06-29 06:20:32","0000-00-00 00:00:00"
6467020,7861,"delivered",0,9.02,"2022-06-29 06:20:32","0000-00-00 00:00:00"
6467021,7862,"delivered",0,22.02,"2022-06-29 06:33:14","0000-00-00 00:00:00"
6467022,7862,"delivered",0,22.02,"2022-06-29 06:33:14","0000-00-00 00:00:00"
6467023,7865,"delivered",0,-51.7,"2022-06-29 07:16:12","0000-00-00 00:00:00"
6467024,7865,"delivered",0,-51.7,"2022-06-29 07:16:12","0000-00-00 00:00:00"
6467025,7865,"delivered",0,-51.7,"2022-06-29 07:16:12","0000-00-00 00:00:00"
6467027,7875,"delivered",0,-24.22,"2022-06-29 09:40:47","0000-00-00 00:00:00"
6467028,7875,"delivered",0,-24.22,"2022-06-29 09:40:47","0000-00-00 00:00:00"
6467029,7881,"delivered",0,-37.05,"2022-06-29 10:59:47","0000-00-00 00:00:00"
6467034,7885,"delivered",0,-12.05,"2022-06-29 11:24:32","0000-00-00 00:00:00"
6467035,7886,"delivered",0,-8.65,"2022-06-29 12:04:13","0000-00-00 00:00:00"
6467036,7887,"delivered",0,-3.67,"2022-06-29 12:09:37","0000-00-00 00:00:00"
6467037,7887,"delivered",0,-3.67,"2022-06-29 12:09:38","0000-00-00 00:00:00"
6467038,7887,"delivered",0,-3.67,"2022-06-29 12:09:38","0000-00-00 00:00:00"
6467039,7887,"delivered",0,-3.67,"2022-06-29 12:09:38","0000-00-00 00:00:00"
6467040,7888,"delivered",0,-1.67,"2022-06-29 12:11:02","0000-00-00 00:00:00"
6467041,7889,"delivered",0,-0.67,"2022-06-29 12:12:11","0000-00-00 00:00:00"
6467042,7890,"delivered",0,11.65,"2022-06-29 12:43:06","0000-00-00 00:00:00"
6467043,7896,"delivered",0,21.82,"2022-06-29 12:57:30","0000-00-00 00:00:00"
6467044,7934,"delivered",0,-6.3,"2022-06-30 04:22:32","0000-00-00 00:00:00"
6467045,7934,"delivered",0,-6.3,"2022-06-30 04:22:32","0000-00-00 00:00:00"
6467046,7934,"delivered",0,-6.3,"2022-06-30 04:22:32","0000-00-00 00:00:00"
6467047,7935,"delivered",0,-18.3,"2022-06-30 04:55:06","0000-00-00 00:00:00"
6467048,7936,"delivered",0,-9.3,"2022-06-30 05:04:32","0000-00-00 00:00:00"
6467049,7938,"delivered",0,-152.42,"2022-06-30 06:02:52","0000-00-00 00:00:00"
6467050,7938,"delivered",0,-152.42,"2022-06-30 06:02:52","0000-00-00 00:00:00"
6467051,7938,"delivered",0,-152.42,"2022-06-30 06:02:52","0000-00-00 00:00:00"
6467056,7941,"delivered",0,-100.43,"2022-06-30 06:54:52","0000-00-00 00:00:00"
6467058,7946,"delivered",0,-57.9,"2022-06-30 09:46:24","0000-00-00 00:00:00"
6467065,7956,"delivered",0,16.4,"2022-06-30 11:58:53","0000-00-00 00:00:00"
6467066,7956,"delivered",0,16.4,"2022-06-30 11:58:53","0000-00-00 00:00:00"
6467067,7962,"delivered",0,10.95,"2022-06-30 12:33:39","0000-00-00 00:00:00"
6467068,7970,"delivered",0,23.17,"2022-06-30 12:48:59","0000-00-00 00:00:00"
6467069,7971,"delivered",0,21.02,"2022-06-30 12:53:04","0000-00-00 00:00:00"
6467070,7972,"delivered",0,22,"2022-06-30 12:54:24","0000-00-00 00:00:00"
6467074,8004,"delivered",0,-24.45,"2022-07-01 05:57:48","0000-00-00 00:00:00"
6467075,8004,"delivered",0,-24.45,"2022-07-01 05:57:48","0000-00-00 00:00:00"
6467076,8004,"delivered",0,-24.45,"2022-07-01 05:57:48","0000-00-00 00:00:00"
6467077,8005,"delivered",0,-7.45,"2022-07-01 06:14:21","0000-00-00 00:00:00"
6467078,8006,"delivered",0,-50.13,"2022-07-01 06:50:01","0000-00-00 00:00:00"
6467079,8006,"delivered",0,-50.13,"2022-07-01 06:50:01","0000-00-00 00:00:00"
6467080,8006,"delivered",0,-50.13,"2022-07-01 06:50:01","0000-00-00 00:00:00"
6467081,8007,"delivered",0,20.87,"2022-07-01 08:01:59","0000-00-00 00:00:00"
6467082,8009,"delivered",0,-37.77,"2022-07-01 09:39:22","0000-00-00 00:00:00"
6467083,8009,"delivered",0,-37.77,"2022-07-01 09:39:22","0000-00-00 00:00:00"
6467084,8009,"delivered",0,-37.77,"2022-07-01 09:39:22","0000-00-00 00:00:00"
6467085,8011,"delivered",0,9.93,"2022-07-01 11:10:24","0000-00-00 00:00:00"
6467086,8012,"delivered",0,14.92,"2022-07-01 11:15:22","0000-00-00 00:00:00"
6467087,8013,"delivered",0,15.92,"2022-07-01 11:16:37","0000-00-00 00:00:00"
6467088,8014,"delivered",0,-11.32,"2022-07-01 11:27:01","0000-00-00 00:00:00"
6467089,8015,"delivered",0,8.68,"2022-07-01 12:05:17","0000-00-00 00:00:00"
6467090,8018,"delivered",0,16.68,"2022-07-01 12:13:57","0000-00-00 00:00:00"
6467095,8065,"delivered",0,-41.28,"2022-07-02 04:05:04","0000-00-00 00:00:00"
6467096,8066,"delivered",0,-39.28,"2022-07-02 04:07:24","0000-00-00 00:00:00"
6467097,8067,"delivered",0,11.7,"2022-07-02 04:58:48","0000-00-00 00:00:00"
6467098,8070,"delivered",0,17.17,"2022-07-02 06:17:14","0000-00-00 00:00:00"
6467099,8071,"delivered",0,13.7,"2022-07-02 08:17:14","0000-00-00 00:00:00"
6467100,8072,"delivered",0,14.7,"2022-07-02 08:18:17","0000-00-00 00:00:00"
6467101,8074,"delivered",0,-52.23,"2022-07-02 09:05:10","0000-00-00 00:00:00"
6467102,8075,"delivered",0,-24.25,"2022-07-02 09:33:25","0000-00-00 00:00:00"
6467103,8076,"delivered",0,-3.98,"2022-07-02 10:24:09","0000-00-00 00:00:00"
6467104,8078,"delivered",0,-69.05,"2022-07-02 10:58:19","0000-00-00 00:00:00"
6467105,8079,"delivered",0,-41.05,"2022-07-02 11:26:07","0000-00-00 00:00:00"
6467106,8079,"delivered",0,-41.05,"2022-07-02 11:26:07","0000-00-00 00:00:00"
6467107,8079,"delivered",0,-41.05,"2022-07-02 11:26:07","0000-00-00 00:00:00"
6467108,8080,"delivered",0,-36.05,"2022-07-02 11:31:51","0000-00-00 00:00:00"
6467109,8080,"delivered",0,-36.05,"2022-07-02 11:31:51","0000-00-00 00:00:00"
6467110,8081,"delivered",0,-12.05,"2022-07-02 11:55:36","0000-00-00 00:00:00"
6467111,8082,"delivered",0,8.92,"2022-07-02 12:34:12","0000-00-00 00:00:00"
6467115,8084,"delivered",0,16.55,"2022-07-02 12:51:54","0000-00-00 00:00:00"
6467116,8084,"delivered",0,16.55,"2022-07-02 12:51:54","0000-00-00 00:00:00"
6467117,8120,"delivered",0,-0.93,"2022-07-03 03:56:49","0000-00-00 00:00:00"
6467118,8122,"delivered",0,-8.52,"2022-07-03 04:25:02","0000-00-00 00:00:00"
6467119,8130,"delivered",0,8.28,"2022-07-03 04:58:44","0000-00-00 00:00:00"
6467120,8148,"delivered",0,11.97,"2022-07-03 06:06:02","0000-00-00 00:00:00"
6467121,8160,"delivered",0,18.5,"2022-07-03 06:59:39","0000-00-00 00:00:00"
6467122,8162,"delivered",0,16.02,"2022-07-03 07:19:38","0000-00-00 00:00:00"
6467123,8164,"delivered",0,11.17,"2022-07-03 07:25:06","0000-00-00 00:00:00"
6467124,8164,"delivered",0,11.17,"2022-07-03 07:25:06","0000-00-00 00:00:00"
6467125,8176,"delivered",0,-2.75,"2022-07-03 08:47:25","0000-00-00 00:00:00"
6467126,8180,"delivered",0,18.25,"2022-07-03 09:14:42","0000-00-00 00:00:00"
6467128,8203,"delivered",0,-66.33,"2022-07-03 11:11:01","0000-00-00 00:00:00"
6467129,8221,"delivered",0,7.9,"2022-07-04 03:39:07","0000-00-00 00:00:00"
6467130,8230,"delivered",0,-50.5,"2022-07-04 07:02:17","0000-00-00 00:00:00"
6467131,8231,"delivered",0,22.68,"2022-07-04 08:44:53","0000-00-00 00:00:00"
6467132,8231,"delivered",0,22.68,"2022-07-04 08:44:53","0000-00-00 00:00:00"
6467133,8232,"delivered",0,15.57,"2022-07-04 09:29:28","0000-00-00 00:00:00"
6467134,8233,"delivered",0,19.57,"2022-07-04 09:33:49","0000-00-00 00:00:00"
6467135,8234,"delivered",0,22.57,"2022-07-04 09:36:13","0000-00-00 00:00:00"
6467136,8236,"delivered",0,20.85,"2022-07-04 09:56:14","0000-00-00 00:00:00"
6467137,8237,"delivered",0,-27.68,"2022-07-04 10:04:31","0000-00-00 00:00:00"
6467138,8239,"delivered",0,-4.25,"2022-07-04 11:01:26","0000-00-00 00:00:00"
6467139,8239,"delivered",0,-4.25,"2022-07-04 11:01:26","0000-00-00 00:00:00"
6467140,8239,"delivered",0,-4.25,"2022-07-04 11:01:26","0000-00-00 00:00:00"
6467145,8242,"delivered",0,-14.73,"2022-07-04 11:32:06","0000-00-00 00:00:00"
6467146,8242,"delivered",0,-14.73,"2022-07-04 11:32:06","0000-00-00 00:00:00"
6467147,8242,"delivered",0,-14.73,"2022-07-04 11:32:06","0000-00-00 00:00:00"
6467148,8244,"delivered",0,20.92,"2022-07-04 12:52:25","0000-00-00 00:00:00"
6467149,8283,"delivered",0,-46.6,"2022-07-05 04:57:15","0000-00-00 00:00:00"
6467150,8286,"delivered",0,-95.05,"2022-07-05 06:27:59","0000-00-00 00:00:00"
6467151,8291,"delivered",0,-25.8,"2022-07-05 08:49:56","0000-00-00 00:00:00"
6467152,8296,"delivered",0,11.97,"2022-07-05 11:05:20","0000-00-00 00:00:00"
6467153,8314,"delivered",0,16.37,"2022-07-05 12:05:52","0000-00-00 00:00:00"
6467154,8314,"delivered",0,16.37,"2022-07-05 12:05:52","0000-00-00 00:00:00"
6467155,8315,"delivered",0,18.37,"2022-07-05 12:07:49","0000-00-00 00:00:00"
6467156,8339,"pending",0,505,"2022-07-05 13:15:08","0000-00-00 00:00:00"
6467157,8346,"delivered",0,10.4,"2022-07-06 07:22:34","0000-00-00 00:00:00"
6467158,8346,"delivered",0,10.4,"2022-07-06 07:22:34","0000-00-00 00:00:00"
6467159,8346,"delivered",0,10.4,"2022-07-06 07:22:34","0000-00-00 00:00:00"
6467160,8346,"delivered",0,10.4,"2022-07-06 07:22:34","0000-00-00 00:00:00"
6467161,8346,"delivered",0,10.4,"2022-07-06 07:22:34","0000-00-00 00:00:00"
6467162,8393,"delivered",0,-14.25,"2022-07-07 07:30:27","0000-00-00 00:00:00"
6467164,8408,"delivered",0,-9.73,"2022-07-07 11:11:57","0000-00-00 00:00:00"
6467168,8411,"delivered",0,7.7,"2022-07-07 11:49:25","0000-00-00 00:00:00"
6467169,8411,"delivered",0,7.7,"2022-07-07 11:49:25","0000-00-00 00:00:00"
6467170,8412,"delivered",0,-2.05,"2022-07-07 11:52:40","0000-00-00 00:00:00"
6467171,8413,"delivered",0,1.95,"2022-07-07 11:56:42","0000-00-00 00:00:00"
6467172,8456,"delivered",0,18.85,"2022-07-08 07:10:16","0000-00-00 00:00:00"
6467173,8460,"delivered",0,-50.9,"2022-07-08 07:25:19","0000-00-00 00:00:00"
6467174,8460,"delivered",0,-50.9,"2022-07-08 07:25:19","0000-00-00 00:00:00"
6467175,8468,"delivered",0,-5.53,"2022-07-08 11:08:43","0000-00-00 00:00:00"
6467176,8470,"delivered",0,0.47,"2022-07-08 11:14:29","0000-00-00 00:00:00"
6467177,8472,"delivered",0,-3.63,"2022-07-08 11:52:26","0000-00-00 00:00:00"
6467178,8473,"delivered",0,0.37,"2022-07-08 11:56:18","0000-00-00 00:00:00"
6467179,8490,"delivered",0,-33.68,"2022-07-09 04:48:29","0000-00-00 00:00:00"
6467180,8493,"delivered",0,-69.9,"2022-07-09 06:25:36","0000-00-00 00:00:00"
6467181,8529,"delivered",0,-4.72,"2022-07-09 11:40:47","0000-00-00 00:00:00"
6467182,8529,"delivered",0,-4.72,"2022-07-09 11:40:47","0000-00-00 00:00:00"
6467183,8529,"delivered",0,-4.72,"2022-07-09 11:40:47","0000-00-00 00:00:00"
6467185,8587,"delivered",0,-13.77,"2022-07-10 07:13:39","0000-00-00 00:00:00"
6467186,8591,"delivered",0,-22.45,"2022-07-10 07:31:54","0000-00-00 00:00:00"
6467187,8594,"delivered",0,5.55,"2022-07-10 07:57:43","0000-00-00 00:00:00"
6467188,8594,"delivered",0,5.55,"2022-07-10 07:57:43","0000-00-00 00:00:00"
6467189,8594,"delivered",0,5.55,"2022-07-10 07:57:43","0000-00-00 00:00:00"
6467190,8594,"delivered",0,5.55,"2022-07-10 07:57:43","0000-00-00 00:00:00"
6467191,8596,"delivered",0,14.9,"2022-07-10 08:17:02","0000-00-00 00:00:00"
6467192,8599,"delivered",0,-67.97,"2022-07-10 08:33:21","0000-00-00 00:00:00"
6467193,8628,"delivered",0,-12.2,"2022-07-11 02:55:43","0000-00-00 00:00:00"
6467194,8628,"delivered",0,-12.2,"2022-07-11 02:55:44","0000-00-00 00:00:00"
6467195,8628,"delivered",0,-12.2,"2022-07-11 02:55:44","0000-00-00 00:00:00"
6467196,8635,"delivered",0,-11.42,"2022-07-11 06:47:10","0000-00-00 00:00:00"
6467197,8635,"delivered",0,-11.42,"2022-07-11 06:47:10","0000-00-00 00:00:00"
6467198,8635,"delivered",0,-11.42,"2022-07-11 06:47:10","0000-00-00 00:00:00"
6467199,8637,"delivered",0,-9.6,"2022-07-11 07:26:18","0000-00-00 00:00:00"
6467200,8642,"delivered",0,-3.02,"2022-07-11 10:12:04","0000-00-00 00:00:00"
6467201,8642,"delivered",0,-3.02,"2022-07-11 10:12:04","0000-00-00 00:00:00"
6467202,8642,"delivered",0,-3.02,"2022-07-11 10:12:04","0000-00-00 00:00:00"
6467203,8644,"delivered",0,10.92,"2022-07-11 10:58:08","0000-00-00 00:00:00"
6467204,8645,"delivered",0,8.45,"2022-07-11 10:59:35","0000-00-00 00:00:00"
6467205,8645,"delivered",0,8.45,"2022-07-11 10:59:35","0000-00-00 00:00:00"
6467206,8646,"delivered",0,10.45,"2022-07-11 11:01:28","0000-00-00 00:00:00"
6467207,8647,"delivered",0,22.45,"2022-07-11 11:13:24","0000-00-00 00:00:00"
6467208,8654,"delivered",0,13.22,"2022-07-11 12:17:00","0000-00-00 00:00:00"
6467209,8681,"delivered",0,9.58,"2022-07-11 12:58:48","0000-00-00 00:00:00"
6467210,8706,"delivered",0,-0.9,"2022-07-12 06:24:58","0000-00-00 00:00:00"
6467211,8721,"delivered",0,19.7,"2022-07-12 11:08:02","0000-00-00 00:00:00"
6467212,8757,"delivered",0,9.2,"2022-07-13 09:07:50","0000-00-00 00:00:00"
6467214,8767,"delivered",0,-2.18,"2022-07-13 10:58:55","0000-00-00 00:00:00"
6467215,8767,"delivered",0,-2.18,"2022-07-13 10:58:55","0000-00-00 00:00:00"
6467216,8838,"delivered",0,-23.32,"2022-07-15 03:39:55","0000-00-00 00:00:00"
6467217,8840,"delivered",0,-12.22,"2022-07-15 05:14:40","0000-00-00 00:00:00"
6467221,8849,"delivered",0,-4,"2022-07-15 08:35:12","0000-00-00 00:00:00"
6467222,8858,"delivered",0,-2.9,"2022-07-15 11:51:04","0000-00-00 00:00:00"
6467223,8858,"delivered",0,-2.9,"2022-07-15 11:51:04","0000-00-00 00:00:00"
6467224,8861,"delivered",0,5.1,"2022-07-15 11:59:12","0000-00-00 00:00:00"
6467225,8880,"delivered",0,13.22,"2022-07-15 13:04:51","0000-00-00 00:00:00"
6467226,8881,"delivered",0,14.22,"2022-07-15 13:05:37","0000-00-00 00:00:00"
6467227,8900,"delivered",0,-6.67,"2022-07-16 05:51:41","0000-00-00 00:00:00"
6467228,8902,"delivered",0,19.33,"2022-07-16 05:51:54","0000-00-00 00:00:00"
6467229,8899,"delivered",0,-51.67,"2022-07-16 05:52:07","0000-00-00 00:00:00"
6467230,8897,"delivered",0,-107.67,"2022-07-16 05:52:36","0000-00-00 00:00:00"
6467231,8903,"delivered",0,9.23,"2022-07-16 06:04:30","0000-00-00 00:00:00"
6467232,8910,"delivered",0,23.92,"2022-07-16 10:49:01","0000-00-00 00:00:00"
6467233,8912,"delivered",0,24.32,"2022-07-16 10:57:08","0000-00-00 00:00:00"
6467238,8919,"delivered",0,23.32,"2022-07-16 13:00:37","0000-00-00 00:00:00"
6467239,8959,"delivered",0,23.9,"2022-07-17 06:04:52","0000-00-00 00:00:00"
6467240,8969,"delivered",0,-6.02,"2022-07-17 07:02:17","0000-00-00 00:00:00"
6467241,8975,"delivered",0,-32.22,"2022-07-17 07:28:12","0000-00-00 00:00:00"
6467242,9035,"delivered",0,-21.85,"2022-07-18 08:48:43","0000-00-00 00:00:00"
6467243,9044,"delivered",0,-7.33,"2022-07-18 10:16:19","0000-00-00 00:00:00"
6467244,9054,"delivered",0,24.47,"2022-07-18 12:08:29","0000-00-00 00:00:00"
6467245,9058,"delivered",0,20.57,"2022-07-18 13:22:43","0000-00-00 00:00:00"
6467246,9058,"delivered",0,20.57,"2022-07-18 13:22:43","0000-00-00 00:00:00"
6467247,9058,"delivered",0,20.57,"2022-07-18 13:22:43","0000-00-00 00:00:00"
6467248,9058,"delivered",0,20.57,"2022-07-18 13:22:43","0000-00-00 00:00:00"
